Name,Code,Geometry,,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-129.139,53.105,0 -129.163,53.1,0 -129.24,53.101,0 -129.262,53.105,0 -129.269,53.093,0 -129.277,53.092,0 -129.284,53.098,0 -129.293,53.108,0 -129.302,53.113,0 -129.323,53.124,0 -129.331,53.132,0 -129.338,53.154,0 -129.339,53.178,0 -129.333,53.202,0 -129.324,53.221,0 -129.262,53.265,0 -129.249,53.283,0 -129.249,53.295,0 -129.254,53.304,0 -129.272,53.321,0 -129.276,53.331,0 -129.261,53.335,0 -129.241,53.334,0 -129.213,53.327,0 -129.198,53.322,0 -129.184,53.314,0 -129.174,53.303,0 -129.17,53.292,0 -129.175,53.275,0 -129.174,53.262,0 -129.168,53.251,0 -129.157,53.239,0 -129.153,53.228,0 -129.152,53.219,0 -129.158,53.2,0 -129.16,53.187,0 -129.155,53.164,0 -129.134,53.12,0 -129.139,53.105,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-128.92,53.35,0 -128.921,53.338,0 -128.928,53.328,0 -128.94,53.324,0 -128.957,53.326,0 -128.996,53.338,0 -129.013,53.34,0 -129.06,53.338,0 -129.075,53.334,0 -129.104,53.319,0 -129.118,53.321,0 -129.148,53.364,0 -129.112,53.409,0 -129.066,53.453,0 -129.064,53.488,0 -129.048,53.509,0 -129.022,53.532,0 -128.997,53.544,0 -128.988,53.529,0 -128.987,53.501,0 -128.977,53.48,0 -128.914,53.407,0 -128.906,53.391,0 -128.906,53.381,0 -128.913,53.371,0 -128.927,53.358,0 -128.92,53.35,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.237,53.571,0 -130.188,53.544,0 -130.115,53.52,0 -130.075,53.493,0 -129.974,53.458,0 -129.929,53.433,0 -129.9,53.409,0 -129.89,53.404,0 -129.883,53.398,0 -129.876,53.378,0 -129.868,53.368,0 -129.766,53.265,0 -129.743,53.235,0 -129.737,53.216,0 -129.738,53.191,0 -129.748,53.17,0 -129.769,53.16,0 -129.785,53.163,0 -129.796,53.172,0 -129.806,53.181,0 -129.817,53.187,0 -129.831,53.184,0 -129.841,53.175,0 -129.85,53.165,0 -129.858,53.16,0 -129.887,53.158,0 -129.913,53.16,0 -129.928,53.164,0 -129.939,53.169,0 -129.994,53.214,0 -130.008,53.231,0 -130.01,53.248,0 -130.054,53.26,0 -130.076,53.269,0 -130.085,53.279,0 -130.084,53.298,0 -130.086,53.312,0 -130.094,53.323,0 -130.112,53.33,0 -130.144,53.332,0 -130.156,53.337,0 -130.16,53.355,0 -130.165,53.363,0 -130.176,53.366,0 -130.198,53.365,0 -130.199,53.368,0 -130.206,53.374,0 -130.214,53.381,0 -130.222,53.385,0 -130.314,53.393,0 -130.325,53.4,0 -130.365,53.448,0 -130.393,53.47,0 -130.408,53.485,0 -130.414,53.499,0 -130.404,53.51,0 -130.382,53.515,0 -130.338,53.516,0 -130.365,53.527,0 -130.385,53.527,0 -130.406,53.521,0 -130.434,53.516,0 -130.45,53.517,0 -130.461,53.52,0 -130.47,53.525,0 -130.503,53.55,0 -130.51,53.551,0 -130.519,53.551,0 -130.527,53.553,0 -130.53,53.56,0 -130.53,53.583,0 -130.526,53.609,0 -130.515,53.63,0 -130.496,53.639,0 -130.444,53.635,0 -130.414,53.629,0 -130.393,53.618,0 -130.366,53.613,0 -130.316,53.59,0 -130.261,53.581,0 -130.237,53.571,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-128.88,53.592,0 -128.884,53.576,0 -128.953,53.592,0 -128.98,53.585,0 -129.069,53.521,0 -129.081,53.516,0 -129.094,53.509,0 -129.093,53.493,0 -129.084,53.468,0 -129.091,53.45,0 -129.102,53.443,0 -129.115,53.439,0 -129.129,53.43,0 -129.149,53.409,0 -129.166,53.385,0 -129.172,53.408,0 -129.174,53.45,0 -129.172,53.493,0 -129.159,53.533,0 -129.166,53.591,0 -129.165,53.614,0 -129.16,53.627,0 -129.136,53.65,0 -129.122,53.656,0 -129.079,53.667,0 -129.071,53.677,0 -129.061,53.684,0 -129.038,53.692,0 -128.996,53.701,0 -128.903,53.701,0 -128.884,53.705,0 -128.863,53.712,0 -128.842,53.716,0 -128.824,53.708,0 -128.857,53.683,0 -128.868,53.668,0 -128.865,53.653,0 -128.882,53.621,0 -128.88,53.592,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.106,53.604,0 -130.092,53.57,0 -130.117,53.57,0 -130.174,53.591,0 -130.252,53.597,0 -130.294,53.619,0 -130.332,53.624,0 -130.349,53.636,0 -130.365,53.658,0 -130.373,53.667,0 -130.381,53.672,0 -130.398,53.68,0 -130.406,53.687,0 -130.367,53.713,0 -130.304,53.746,0 -130.291,53.755,0 -130.298,53.773,0 -130.302,53.79,0 -130.296,53.801,0 -130.277,53.804,0 -130.261,53.798,0 -130.233,53.785,0 -130.222,53.776,0 -130.231,53.765,0 -130.235,53.753,0 -130.235,53.741,0 -130.229,53.728,0 -130.217,53.718,0 -130.201,53.716,0 -130.184,53.715,0 -130.138,53.703,0 -130.125,53.696,0 -130.119,53.684,0 -130.122,53.673,0 -130.126,53.664,0 -130.127,53.654,0 -130.119,53.639,0 -130.126,53.632,0 -130.114,53.618,0 -130.106,53.604,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-129.76,53.67,0 -129.675,53.593,0 -129.535,53.508,0 -129.524,53.5,0 -129.516,53.488,0 -129.534,53.484,0 -129.551,53.482,0 -129.567,53.484,0 -129.616,53.499,0 -129.63,53.497,0 -129.639,53.482,0 -129.619,53.485,0 -129.612,53.488,0 -129.588,53.475,0 -129.56,53.471,0 -129.499,53.475,0 -129.478,53.468,0 -129.451,53.453,0 -129.427,53.435,0 -129.414,53.42,0 -129.428,53.413,0 -129.44,53.403,0 -129.449,53.39,0 -129.455,53.379,0 -129.458,53.361,0 -129.454,53.344,0 -129.449,53.33,0 -129.447,53.317,0 -129.459,53.295,0 -129.475,53.298,0 -129.503,53.317,0 -129.513,53.311,0 -129.509,53.297,0 -129.502,53.282,0 -129.503,53.269,0 -129.482,53.245,0 -129.483,53.224,0 -129.499,53.216,0 -129.523,53.228,0 -129.545,53.218,0 -129.568,53.215,0 -129.585,53.224,0 -129.592,53.245,0 -129.602,53.256,0 -129.647,53.296,0 -129.66,53.31,0 -129.653,53.311,0 -129.644,53.315,0 -129.639,53.317,0 -129.674,53.33,0 -129.674,53.338,0 -129.66,53.344,0 -129.673,53.349,0 -129.685,53.345,0 -129.699,53.339,0 -129.715,53.338,0 -129.726,53.342,0 -129.763,53.365,0 -129.764,53.37,0 -129.763,53.377,0 -129.762,53.383,0 -129.766,53.385,0 -129.797,53.379,0 -129.807,53.385,0 -129.822,53.405,0 -129.831,53.413,0 -129.822,53.441,0 -129.819,53.46,0 -129.821,53.471,0 -129.834,53.473,0 -129.853,53.468,0 -129.875,53.466,0 -129.897,53.478,0 -129.895,53.487,0 -129.876,53.52,0 -129.872,53.536,0 -129.877,53.554,0 -129.889,53.562,0 -129.906,53.563,0 -129.927,53.563,0 -129.919,53.572,0 -129.908,53.577,0 -129.886,53.585,0 -129.913,53.595,0 -129.927,53.597,0 -129.941,53.591,0 -129.941,53.598,0 -129.933,53.6,0 -129.913,53.611,0 -129.938,53.621,0 -129.954,53.61,0 -129.967,53.593,0 -129.985,53.585,0 -130.03,53.582,0 -130.05,53.588,0 -130.058,53.608,0 -130.033,53.631,0 -129.978,53.643,0 -129.918,53.643,0 -129.879,53.632,0 -129.872,53.639,0 -129.902,53.659,0 -129.946,53.664,0 -129.992,53.661,0 -130.03,53.653,0 -130.058,53.64,0 -130.076,53.638,0 -130.092,53.646,0 -130.098,53.661,0 -130.092,53.693,0 -130.098,53.708,0 -130.167,53.728,0 -130.202,53.73,0 -130.211,53.737,0 -130.215,53.755,0 -130.211,53.771,0 -130.205,53.786,0 -130.204,53.801,0 -130.215,53.817,0 -130.231,53.826,0 -130.291,53.838,0 -130.277,53.871,0 -130.267,53.886,0 -130.253,53.893,0 -130.233,53.898,0 -130.196,53.917,0 -130.181,53.913,0 -130.157,53.898,0 -130.106,53.88,0 -130.081,53.862,0 -130.07,53.857,0 -130.037,53.85,0 -130.03,53.848,0 -130.027,53.839,0 -130.018,53.833,0 -129.996,53.824,0 -129.933,53.782,0 -129.9,53.774,0 -129.891,53.767,0 -129.876,53.752,0 -129.865,53.746,0 -129.841,53.74,0 -129.831,53.736,0 -129.777,53.689,0 -129.769,53.677,0 -129.76,53.67,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.265,54.015,0 -130.246,53.996,0 -130.231,53.974,0 -130.229,53.954,0 -130.242,53.937,0 -130.284,53.915,0 -130.301,53.903,0 -130.328,53.876,0 -130.334,53.865,0 -130.337,53.855,0 -130.341,53.846,0 -130.352,53.838,0 -130.362,53.836,0 -130.397,53.836,0 -130.406,53.838,0 -130.412,53.845,0 -130.423,53.867,0 -130.424,53.872,0 -130.443,53.864,0 -130.462,53.849,0 -130.479,53.844,0 -130.489,53.865,0 -130.491,53.878,0 -130.489,53.88,0 -130.482,53.88,0 -130.469,53.886,0 -130.46,53.892,0 -130.453,53.899,0 -130.411,53.953,0 -130.396,53.962,0 -130.365,53.968,0 -130.331,53.968,0 -130.331,53.975,0 -130.344,53.978,0 -130.35,53.983,0 -130.348,53.989,0 -130.338,53.996,0 -130.349,53.999,0 -130.361,53.998,0 -130.386,53.989,0 -130.433,53.988,0 -130.447,53.982,0 -130.457,53.963,0 -130.463,53.935,0 -130.471,53.91,0 -130.489,53.899,0 -130.523,53.902,0 -130.544,53.911,0 -130.582,53.944,0 -130.604,53.959,0 -130.619,53.966,0 -130.629,53.965,0 -130.639,53.956,0 -130.649,53.95,0 -130.657,53.951,0 -130.66,53.968,0 -130.676,53.961,0 -130.684,53.948,0 -130.691,53.933,0 -130.701,53.92,0 -130.69,53.906,0 -130.675,53.899,0 -130.657,53.894,0 -130.64,53.886,0 -130.628,53.872,0 -130.622,53.857,0 -130.628,53.843,0 -130.65,53.838,0 -130.656,53.84,0 -130.681,53.852,0 -130.697,53.851,0 -130.708,53.853,0 -130.715,53.858,0 -130.715,53.871,0 -130.71,53.89,0 -130.708,53.906,0 -130.719,53.913,0 -130.724,53.921,0 -130.718,53.937,0 -130.705,53.954,0 -130.691,53.961,0 -130.686,53.965,0 -130.679,53.983,0 -130.674,53.989,0 -130.666,53.991,0 -130.656,53.992,0 -130.647,53.991,0 -130.647,53.989,0 -130.632,54,0 -130.619,54.014,0 -130.604,54.025,0 -130.585,54.03,0 -130.567,54.033,0 -130.516,54.057,0 -130.518,54.069,0 -130.452,54.076,0 -130.434,54.081,0 -130.422,54.1,0 -130.392,54.096,0 -130.338,54.071,0 -130.29,54.029,0 -130.28,54.023,0 -130.265,54.015,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-132.998,54.164,0 -132.98,54.163,0 -132.969,54.169,0 -132.953,54.168,0 -132.937,54.163,0 -132.925,54.156,0 -132.916,54.149,0 -132.909,54.145,0 -132.834,54.128,0 -132.778,54.125,0 -132.753,54.129,0 -132.703,54.143,0 -132.676,54.146,0 -132.649,54.141,0 -132.602,54.123,0 -132.576,54.118,0 -132.567,54.108,0 -132.563,54.085,0 -132.564,54.06,0 -132.566,54.044,0 -132.58,54.023,0 -132.6,54.015,0 -132.623,54.011,0 -132.645,53.999,0 -132.675,53.969,0 -132.681,53.951,0 -132.661,53.941,0 -132.655,53.944,0 -132.631,53.965,0 -132.621,53.971,0 -132.61,53.974,0 -132.586,53.975,0 -132.568,53.982,0 -132.555,53.999,0 -132.547,54.02,0 -132.545,54.04,0 -132.532,54.046,0 -132.456,54.064,0 -132.439,54.076,0 -132.425,54.089,0 -132.407,54.099,0 -132.297,54.112,0 -132.284,54.109,0 -132.275,54.095,0 -132.238,54.072,0 -132.23,54.054,0 -132.232,54.041,0 -132.234,54.035,0 -132.23,54.031,0 -132.216,54.023,0 -132.203,54.019,0 -132.174,54.015,0 -132.161,54.009,0 -132.148,53.993,0 -132.144,53.974,0 -132.147,53.955,0 -132.155,53.934,0 -132.144,53.923,0 -132.127,53.902,0 -132.114,53.881,0 -132.117,53.872,0 -132.144,53.841,0 -132.154,53.837,0 -132.184,53.834,0 -132.196,53.831,0 -132.211,53.815,0 -132.224,53.795,0 -132.241,53.777,0 -132.268,53.77,0 -132.374,53.762,0 -132.395,53.753,0 -132.433,53.727,0 -132.453,53.721,0 -132.476,53.718,0 -132.525,53.704,0 -132.552,53.701,0 -132.608,53.704,0 -132.637,53.701,0 -132.658,53.691,0 -132.666,53.677,0 -132.657,53.675,0 -132.631,53.68,0 -132.615,53.68,0 -132.605,53.677,0 -132.598,53.671,0 -132.593,53.66,0 -132.594,53.654,0 -132.607,53.632,0 -132.589,53.637,0 -132.567,53.659,0 -132.552,53.667,0 -132.54,53.665,0 -132.513,53.65,0 -132.497,53.646,0 -132.462,53.651,0 -132.391,53.671,0 -132.353,53.673,0 -132.381,53.648,0 -132.421,53.635,0 -132.459,53.616,0 -132.484,53.577,0 -132.468,53.578,0 -132.457,53.585,0 -132.447,53.595,0 -132.435,53.605,0 -132.408,53.613,0 -132.38,53.618,0 -132.318,53.618,0 -132.29,53.623,0 -132.271,53.639,0 -132.288,53.639,0 -132.31,53.642,0 -132.328,53.649,0 -132.333,53.66,0 -132.319,53.673,0 -132.296,53.674,0 -132.254,53.667,0 -132.218,53.656,0 -132.202,53.656,0 -132.196,53.67,0 -132.189,53.681,0 -132.159,53.7,0 -132.155,53.714,0 -132.162,53.726,0 -132.188,53.741,0 -132.196,53.755,0 -132.194,53.774,0 -132.184,53.788,0 -132.173,53.798,0 -132.168,53.807,0 -132.161,53.814,0 -132.117,53.841,0 -132.087,53.878,0 -132.078,53.893,0 -132.086,53.902,0 -132.109,53.923,0 -132.114,53.93,0 -132.115,53.943,0 -132.127,53.975,0 -132.128,53.999,0 -132.13,54.011,0 -132.137,54.016,0 -132.148,54.019,0 -132.161,54.026,0 -132.182,54.044,0 -132.167,54.046,0 -132.13,54.034,0 -132.046,54.023,0 -131.993,54.026,0 -131.916,54.04,0 -131.864,54.067,0 -131.794,54.08,0 -131.755,54.103,0 -131.723,54.112,0 -131.709,54.118,0 -131.695,54.129,0 -131.682,54.142,0 -131.661,54.167,0 -131.662,54.159,0 -131.664,54.156,0 -131.668,54.153,0 -131.662,54.145,0 -131.66,54.137,0 -131.662,54.13,0 -131.668,54.125,0 -131.671,54.079,0 -131.679,54.034,0 -131.693,53.992,0 -131.715,53.954,0 -131.749,53.917,0 -131.819,53.855,0 -131.853,53.817,0 -131.864,53.8,0 -131.87,53.783,0 -131.873,53.763,0 -131.874,53.739,0 -131.876,53.718,0 -131.884,53.698,0 -131.895,53.678,0 -131.922,53.64,0 -131.933,53.619,0 -131.936,53.596,0 -131.925,53.574,0 -131.922,53.564,0 -131.925,53.552,0 -131.932,53.541,0 -131.938,53.533,0 -131.943,53.522,0 -131.94,53.51,0 -131.928,53.488,0 -131.916,53.453,0 -131.914,53.438,0 -131.919,53.389,0 -131.917,53.376,0 -131.908,53.358,0 -131.925,53.342,0 -131.963,53.283,0 -131.984,53.261,0 -132.008,53.254,0 -132.096,53.255,0 -132.166,53.246,0 -132.196,53.235,0 -132.211,53.234,0 -132.224,53.231,0 -132.23,53.218,0 -132.236,53.208,0 -132.249,53.207,0 -132.278,53.215,0 -132.261,53.201,0 -132.245,53.197,0 -132.209,53.201,0 -132.127,53.201,0 -132.136,53.189,0 -132.155,53.176,0 -132.176,53.166,0 -132.196,53.16,0 -132.227,53.157,0 -132.255,53.161,0 -132.28,53.173,0 -132.302,53.19,0 -132.315,53.198,0 -132.32,53.191,0 -132.32,53.178,0 -132.319,53.17,0 -132.324,53.165,0 -132.338,53.162,0 -132.374,53.157,0 -132.4,53.148,0 -132.415,53.146,0 -132.443,53.146,0 -132.457,53.148,0 -132.47,53.152,0 -132.461,53.164,0 -132.458,53.171,0 -132.456,53.177,0 -132.46,53.185,0 -132.466,53.188,0 -132.473,53.187,0 -132.476,53.183,0 -132.484,53.168,0 -132.503,53.168,0 -132.538,53.18,0 -132.538,53.187,0 -132.518,53.194,0 -132.532,53.199,0 -132.564,53.202,0 -132.579,53.207,0 -132.562,53.22,0 -132.556,53.227,0 -132.552,53.235,0 -132.571,53.235,0 -132.627,53.256,0 -132.668,53.261,0 -132.71,53.262,0 -132.698,53.279,0 -132.674,53.289,0 -132.62,53.303,0 -132.619,53.305,0 -132.618,53.309,0 -132.616,53.314,0 -132.613,53.317,0 -132.579,53.324,0 -132.566,53.32,0 -132.553,53.313,0 -132.543,53.312,0 -132.538,53.327,0 -132.569,53.337,0 -132.757,53.317,0 -132.749,53.331,0 -132.714,53.37,0 -132.703,53.379,0 -132.691,53.378,0 -132.661,53.368,0 -132.648,53.365,0 -132.532,53.365,0 -132.519,53.362,0 -132.502,53.348,0 -132.483,53.341,0 -132.465,53.327,0 -132.438,53.322,0 -132.428,53.316,0 -132.42,53.307,0 -132.415,53.297,0 -132.4,53.33,0 -132.425,53.351,0 -132.497,53.379,0 -132.504,53.387,0 -132.513,53.407,0 -132.518,53.413,0 -132.529,53.417,0 -132.553,53.418,0 -132.641,53.432,0 -132.661,53.44,0 -132.655,53.463,0 -132.661,53.483,0 -132.671,53.491,0 -132.685,53.458,0 -132.706,53.451,0 -132.733,53.454,0 -132.757,53.461,0 -132.757,53.468,0 -132.742,53.476,0 -132.727,53.49,0 -132.723,53.505,0 -132.736,53.516,0 -132.749,53.516,0 -132.754,53.509,0 -132.756,53.5,0 -132.761,53.495,0 -132.77,53.494,0 -132.842,53.469,0 -132.862,53.467,0 -132.874,53.475,0 -132.87,53.488,0 -132.838,53.511,0 -132.826,53.523,0 -132.929,53.523,0 -132.918,53.531,0 -132.905,53.55,0 -132.894,53.557,0 -132.908,53.568,0 -132.929,53.566,0 -132.954,53.559,0 -132.977,53.557,0 -132.972,53.577,0 -132.991,53.59,0 -132.97,53.598,0 -132.948,53.598,0 -132.9,53.589,0 -132.884,53.595,0 -132.891,53.62,0 -132.984,53.667,0 -133.011,53.687,0 -132.998,53.681,0 -132.987,53.68,0 -132.977,53.684,0 -132.97,53.695,0 -132.956,53.688,0 -132.94,53.686,0 -132.931,53.69,0 -132.936,53.701,0 -132.951,53.707,0 -132.971,53.71,0 -132.984,53.718,0 -132.977,53.736,0 -132.982,53.745,0 -132.978,53.763,0 -132.983,53.77,0 -132.995,53.771,0 -133.003,53.766,0 -133.01,53.759,0 -133.018,53.755,0 -133.029,53.756,0 -133.041,53.761,0 -133.061,53.765,0 -133.098,53.779,0 -133.11,53.787,0 -133.111,53.798,0 -133.097,53.807,0 -133.065,53.817,0 -133.079,53.833,0 -133.12,53.861,0 -133.137,53.876,0 -133.144,53.897,0 -133.136,53.915,0 -133.124,53.93,0 -133.121,53.941,0 -133.101,53.955,0 -133.1,53.971,0 -133.105,53.988,0 -133.101,54.002,0 -133.095,54.004,0 -133.079,54.002,0 -133.073,54.002,0 -133.069,54.006,0 -133.068,54.01,0 -133.068,54.013,0 -133.065,54.016,0 -133.051,54.027,0 -133.043,54.035,0 -133.038,54.044,0 -133.047,54.05,0 -133.051,54.058,0 -133.054,54.068,0 -133.067,54.095,0 -133.073,54.1,0 -133.086,54.105,0 -133.045,54.148,0 -133.04,54.165,0 -133.073,54.167,0 -133.053,54.183,0 -133.025,54.176,0 -132.998,54.164,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.213,54.121,0 -130.229,54.118,0 -130.243,54.123,0 -130.253,54.133,0 -130.262,54.144,0 -130.27,54.153,0 -130.259,54.182,0 -130.253,54.191,0 -130.242,54.196,0 -130.228,54.197,0 -130.216,54.195,0 -130.215,54.187,0 -130.186,54.18,0 -130.162,54.161,0 -130.156,54.142,0 -130.213,54.121,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.654,54.118,0 -130.673,54.113,0 -130.698,54.115,0 -130.719,54.123,0 -130.728,54.136,0 -130.739,54.136,0 -130.79,54.162,0 -130.805,54.174,0 -130.794,54.187,0 -130.787,54.203,0 -130.776,54.214,0 -130.756,54.215,0 -130.681,54.172,0 -130.649,54.145,0 -130.654,54.118,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-132.985,54.193,0 -133.001,54.19,0 -133.013,54.194,0 -133.015,54.206,0 -133.021,54.215,0 -133.034,54.217,0 -133.044,54.219,0 -133.052,54.223,0 -133.077,54.224,0 -133.082,54.232,0 -133.076,54.246,0 -133.061,54.256,0 -133.04,54.259,0 -133.006,54.255,0 -132.994,54.253,0 -132.978,54.246,0 -132.969,54.24,0 -132.966,54.234,0 -132.977,54.218,0 -132.979,54.205,0 -132.978,54.197,0 -132.985,54.193,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.265,54.279,0 -130.298,54.254,0 -130.338,54.256,0 -130.347,54.262,0 -130.35,54.265,0 -130.353,54.268,0 -130.356,54.265,0 -130.362,54.258,0 -130.365,54.256,0 -130.371,54.252,0 -130.369,54.248,0 -130.365,54.243,0 -130.394,54.254,0 -130.444,54.291,0 -130.469,54.304,0 -130.462,54.318,0 -130.451,54.328,0 -130.437,54.333,0 -130.421,54.332,0 -130.388,54.311,0 -130.38,54.304,0 -130.362,54.278,0 -130.354,54.271,0 -130.354,54.297,0 -130.334,54.32,0 -130.305,54.334,0 -130.277,54.332,0 -130.253,54.311,0 -130.265,54.279,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.699,54.409,0 -130.698,54.404,0 -130.695,54.401,0 -130.687,54.4,0 -130.69,54.393,0 -130.692,54.39,0 -130.695,54.386,0 -130.691,54.367,0 -130.713,54.359,0 -130.743,54.358,0 -130.76,54.362,0 -130.77,54.381,0 -130.756,54.394,0 -130.733,54.404,0 -130.715,54.414,0 -130.709,54.406,0 -130.701,54.414,0 -130.699,54.409,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.75,54.619,0 -130.749,54.612,0 -130.747,54.609,0 -130.743,54.606,0 -130.756,54.575,0 -130.764,54.563,0 -130.777,54.55,0 -130.83,54.521,0 -130.838,54.513,0 -130.962,54.455,0 -130.969,54.462,0 -130.968,54.47,0 -130.964,54.478,0 -130.962,54.485,0 -130.962,54.54,0 -130.959,54.55,0 -130.945,54.56,0 -130.94,54.573,0 -130.931,54.585,0 -130.928,54.591,0 -130.929,54.598,0 -130.933,54.606,0 -130.935,54.614,0 -130.931,54.623,0 -130.917,54.63,0 -130.897,54.634,0 -130.88,54.631,0 -130.873,54.619,0 -130.854,54.63,0 -130.84,54.626,0 -130.826,54.617,0 -130.808,54.612,0 -130.793,54.618,0 -130.773,54.63,0 -130.757,54.634,0 -130.75,54.619,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.455,54.725,0 -130.462,54.712,0 -130.478,54.712,0 -130.51,54.722,0 -130.512,54.718,0 -130.522,54.71,0 -130.535,54.706,0 -130.547,54.712,0 -130.557,54.719,0 -130.582,54.734,0 -130.592,54.742,0 -130.598,54.746,0 -130.61,54.756,0 -130.615,54.765,0 -130.602,54.77,0 -130.589,54.771,0 -130.579,54.774,0 -130.51,54.805,0 -130.483,54.81,0 -130.462,54.804,0 -130.452,54.794,0 -130.434,54.77,0 -130.441,54.761,0 -130.453,54.735,0 -130.455,54.725,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.217,54.793,0 -130.222,54.79,0 -130.217,54.791,0 -130.201,54.79,0 -130.204,54.783,0 -130.206,54.769,0 -130.208,54.763,0 -130.221,54.744,0 -130.24,54.731,0 -130.283,54.715,0 -130.297,54.712,0 -130.324,54.711,0 -130.338,54.708,0 -130.364,54.7,0 -130.378,54.698,0 -130.376,54.705,0 -130.34,54.737,0 -130.319,54.751,0 -130.274,54.765,0 -130.233,54.803,0 -130.208,54.811,0 -130.21,54.803,0 -130.213,54.797,0 -130.217,54.793,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
British Columbia,CA.BC,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-130.4,54.769,0 -130.409,54.768,0 -130.414,54.773,0 -130.431,54.79,0 -130.438,54.795,0 -130.448,54.807,0 -130.457,54.82,0 -130.462,54.832,0 -130.421,54.851,0 -130.255,54.97,0 -130.204,55.021,0 -130.182,55.032,0 -130.167,55.017,0 -130.153,54.992,0 -130.15,54.97,0 -130.158,54.948,0 -130.177,54.924,0 -130.189,54.915,0 -130.213,54.9,0 -130.225,54.89,0 -130.258,54.843,0 -130.27,54.832,0 -130.282,54.825,0 -130.324,54.811,0 -130.371,54.782,0 -130.4,54.769,0 </coordinates></LinearRing></outerBoundaryIs></Polygon>",,
